PC1,area
-0.046736099999999996,0.4517138103
-0.147292,0.3361730449
-0.05774000000000001,0.4495840266
-0.12131199999999999,0.36752079870000004
0.23183499999999999,0.7692512479
0.108554,0.6368053245
0.0373209,0.5478202995
0.12507000000000001,0.6304825291
0.135492,0.7078868552
0.118848,0.6873211314000001
0.16045299999999998,0.7281863561
0.117584,0.6759400998
0.212894,0.7962728785000001
-0.051722,0.4161730449
-0.026525299999999998,0.4473211314
-0.0472295,0.410249584
-0.0710196,0.40805324460000003
-0.0814593,0.3976039933
-0.37470899999999996,0.28126455910000003
-0.416604,0.0818635607
-0.327198,0.26356073210000003
-0.352072,0.16159733780000002
-0.154782,0.3149417637
-0.23088199999999998,0.2842595674
-0.23066299999999998,0.22682196340000002
-0.176006,0.29923460900000004
-0.139204,0.43906821960000003
-0.0363539,0.4620965058
-0.08848489999999999,0.43354409320000004
-0.162648,0.3588019967
-0.0008103030000000001,0.5114143095
-0.105335,0.3685856905
0.169088,0.7231946755
0.1597,0.6522462562
0.18009899999999998,0.67640599
0.11233599999999999,0.5944758735
0.22397199999999998,0.8268219634
0.0932412,0.5950083195
0.12374299999999999,0.6205657238
0.0690257,0.5603993344
0.10182899999999999,0.5925457571
0.179327,0.7395008319
0.29212699999999997,0.8623627288
0.110785,0.6750083195000001
0.0954179,0.5878868552000001
0.25121499999999997,0.7725790349
0.0742087,0.5881530782000001
-0.041503899999999996,0.44033277870000004
-0.085543,0.4218968386
-0.105237,0.4151747088
-0.13736,0.3657903494
-0.29120799999999997,0.2323460899
-0.257077,0.2405990017
-0.232947,0.27334442600000003
-0.314029,0.2316139767
-0.039263599999999996,0.46955074880000003
0.0397744,0.5667886855000001
-0.0295967,0.4642262895
-0.0441963,0.4581031614
-0.0201232,0.4939767055
-0.0521103,0.46016638940000004
0.111484,0.6903826955
0.20712899999999998,0.8028618968
0.17449099999999998,0.7749750416000001
0.21673099999999998,0.8199001664000001
0.170919,0.7225291181
0.171726,0.7635274542
0.191857,0.7067554077
0.22269799999999998,0.8004658902
0.225178,0.8198336106
0.27253299999999997,0.8795341098
0.171032,0.7066888519000001
0.0894193,0.6149750416
0.00833038,0.4971048253
0.16350199999999998,0.6548419301
-0.14371,0.3470881864
-0.163465,0.5259900166
0.171989,0.6717470882000001
0.0831446,0.5535440932
-0.0257177,0.47660565720000003
-0.0791959,0.43068219630000004
0.11204000000000001,0.6130449251
0.0152593,0.48565723790000004
-0.0282334,0.4616971714
-0.0836283,0.4278868552
-0.164656,0.34555740430000004
-0.173507,0.3141430948
-0.179696,0.3259900166
0.0046152400000000005,0.5489517471
-0.029668299999999998,0.5524126456
-0.09156869999999999,0.5521464226
-0.12842499999999998,0.42349417640000003
-0.0855901,0.5108818636
0.033668,0.5403660566
0.049095,0.5490183028
0.20802099999999998,0.8190349418
0.197155,0.7588685524000001
-0.132845,0.3531447587
-0.0919275,0.40532445920000004
0.00383379,0.5132113145
-0.10326199999999999,0.4109816972
-0.042620000000000005,0.4690183028
0.09156489999999999,0.6418635607000001
-0.326716,0.3558069884
-0.37072099999999997,0.3632612313
-0.354309,0.2184359401
-0.399989,0.1999334443
-0.36360000000000003,0.2307487521
-0.45022799999999996,0.1468219634
-0.0151927,0.5048252912
0.0807836,0.6314808652
-0.244632,0.27687188020000003
-0.256254,0.24019966720000002
-0.17918,0.3122129784
-0.23263599999999998,0.2738768719
-0.259455,0.2248918469
-0.263156,0.2351414309
0.154784,0.6108485857
0.15057099999999998,0.6536439268
0.115399,0.6058569052
-0.0992841,0.39793677200000005
0.00124678,0.5103494176
0.0183832,0.5092845258
0.0155581,0.5190016639
0.161569,0.6424625624
-0.150529,0.3138103161
-0.127695,0.3572046589
-0.24286000000000002,0.2373377704
-0.10667199999999999,0.36725457570000003
-0.16727,0.3415640599
-0.0539571,0.4569717138
-0.028806199999999997,0.4648252912
-0.0727737,0.4184359401
-0.0372143,0.4696173045
-0.16333599999999998,0.34402662230000003
-0.19947099999999998,0.2908485857
-0.15441000000000002,0.3225956739
-0.176182,0.307953411
-0.226232,0.26821963390000003
-0.136937,0.3393677205
-0.184003,0.4760732113
-0.104944,0.6245590682000001
-0.146208,0.4517803661
-0.158266,0.5081530782
-0.148866,0.4383361065
-0.184739,0.3595341098
0.179956,0.6853244592000001
0.0913223,0.6050582363
5.6e-05,0.5049584027
-0.0006784940000000001,0.49557404330000004
-0.0270549,0.4620965058
-0.0675397,0.3887520799
-0.0285346,0.4598336106
0.0905574,0.6362728785
0.302168,0.8879201331000001
0.29407,0.8768718802000001
0.280226,0.8396672213
0.32476299999999997,0.951547421
0.266789,0.8425291181000001
0.322301,0.8970382696
-0.324229,0.2633610649
-0.143953,0.40366056570000003
-0.333713,0.2005324459
-0.294881,0.1850249584
-0.17321599999999998,0.307953411
-0.286082,0.21444259570000002
0.28572000000000003,0.8838602329
0.28851299999999996,0.9056905158
0.33241499999999996,0.928985025
0.28929299999999997,0.8866555740000001
0.301852,0.7960066556000001
-0.00425398,0.49956738770000003
-0.042065399999999996,0.44386023290000004
0.09609559999999999,0.5972046589000001
-0.18104199999999998,0.3347753744
0.037412799999999996,0.5148752080000001
0.0207837,0.5195341098
-0.0563821,0.43254575710000004
-0.022466999999999997,0.45743760400000005
0.0819519,0.5738435940000001
0.320196,0.8637603993
0.171227,0.7186023295
0.267922,0.8334775374000001
0.14627099999999998,0.5984026622
0.215274,0.7430948419000001
0.329877,0.9252579035
0.232669,0.8014642263
0.227574,0.942562396
0.185975,0.7406988353
0.297216,0.9337770383
-0.416058,0.0867886855
-0.438116,0.1402995008
-0.545277,0.1163394343
0.0139156,0.5114143095
-0.0927563,0.3777703827
-0.0867254,0.3796339434
0.09612269999999999,0.5856239601000001
