pca_1,pca_2
-3562.143,-13349.6875
-2850.1277,-13670.91
35195.688,-7141.06
29529.352,-4188.6704
33321.31,-10516.781
31088.402,-3121.4954
32843.0,-992.6277
34736.54,-6040.775
24439.559,18532.777
29935.371,7115.616
21650.252,-15016.272
22955.668,-15602.32
26251.982,-15133.611
28870.994,-13410.123
10265.598,-16189.426
-4847.1987,20911.754
-26123.4,16535.533
-25421.234,19067.697
-24389.875,16852.086
-17686.803,21216.787
-17479.574,21582.043
-19872.139,23678.072
-18578.246,23541.178
-22786.62,20862.469
-18247.713,16940.492
25345.785,13300.481
30266.762,632.39307
-13337.567,16583.775
-22367.35,22116.604
-29301.549,15986.84
-28256.44,14902.483
-6695.7783,-8857.613
-15402.383,-6155.1816
-23196.814,-3069.2556
-4598.765,-12527.6875
-16654.28,-6877.4307
-3315.477,-10124.46
-23323.344,18561.656
-25902.234,17879.633
-29253.457,12743.686
23099.635,24923.887
28623.316,9782.654
-14327.477,-8359.344
-9205.74,-9850.73
-3930.3198,-11207.332
-13604.011,-5870.3203
-7830.7383,-11060.473
-5515.743,-10754.6
19777.166,31228.396
20309.57,30597.604
-9481.101,-9100.136
-17965.27,-2741.1748
-10584.1875,-9705.025
-18718.285,-5143.6724
-23080.871,-3360.3027
-20118.836,-6251.659
-10120.639,-9390.391
30986.762,-4263.9717
31280.121,4748.897
19161.053,31180.102
16981.295,31112.986
19343.785,30740.123
15291.051,31371.402
19658.092,30476.43
18167.994,32182.998
-21446.797,632.0261
-27139.297,2534.9128
-27309.121,9304.2
-24017.076,1602.295
-29292.375,5613.128
-25135.27,-582.4657
-19178.785,-2900.7666
-18672.604,-3679.0776
-11538.796,-8450.898
-28657.777,5549.4775
-21519.676,-3458.8518
-22876.605,-4.4678955
-8897.844,-10533.9375
-18969.094,-3938.7783
-12111.76,-9015.981
-24281.535,6460.2407
-2318.0513,-4163.3306
-22766.938,-2096.2712
-21633.676,-2703.8105
-3627.2773,-12613.8955
-2362.8901,-13335.3125
18920.387,-16430.26
-443.67383,-13761.182
2653.902,-13922.763
-651.8528,-14493.302
6664.1855,-14728.307
6542.4443,-17164.977
-14904.547,-8499.184
-24768.635,-722.306
-24334.117,-2411.0261
-26029.47,1635.678
-26355.633,3741.5532
-30351.37,11646.309
-28009.844,1505.1343
-24324.0,916.121
-22134.762,2757.3882
-31559.293,6114.3677
-30856.19,5747.1494
-13386.77,-7882.892
-16348.586,-5978.3823
-26873.32,6145.027
-15234.702,1972.7653
-25795.29,8965.037
-23220.975,6463.552
-30813.121,8908.803
1331.5203,17399.457
3871.7366,-14338.092
6023.035,-16104.373
18491.29,-16991.74
26003.152,-15488.016
20318.29,-15185.056
1623.905,-13743.527
21012.8,-13880.861
-30176.871,8361.266
-21460.656,-3352.5005
12771.846,-15622.754
12096.228,-18466.643
7405.941,-14966.621
-30250.732,5941.0674
-30440.555,13248.033
-29253.074,6207.481
-20211.727,654.14465
-23975.559,2019.1416
-28498.617,7530.923
-19503.363,-3239.0493
-22289.662,5251.691
-19470.896,-5108.3413
-17794.168,586.41095
-30782.873,7273.3745
-23398.69,-2876.9302
-9976.06,-10278.653
-3154.6658,-11661.32
-18461.938,-3425.005
-11853.49,-9666.686
-14976.448,-6839.579
-20383.488,-2440.2861
-28837.697,9744.658
-27991.998,14919.2295
-28719.648,7726.008
-31056.984,12162.17
-27911.541,3130.582
-27413.59,2830.2163
-12791.006,-8022.9336
-12609.067,-10179.099
-12075.825,-4847.8438
-15229.523,-6316.751
-8822.292,-10564.745
-27722.316,360.85095
-25511.021,4815.6406
-21379.537,-1216.6503
-2399.1355,-13887.444
-28276.934,4277.4775
-19939.197,-4143.8438
-11747.506,-9493.006
-30212.748,7620.292
-31386.984,8563.159
-29621.953,5375.2954
-28224.785,7348.2007
-30703.523,12034.353
-31036.166,8746.59
-624.6216,-14151.671
-29275.36,9470.3955
-30862.883,11561.057
-27961.213,15627.482
-29012.18,12988.514
6002.463,18850.705
-7667.0454,10455.059
2132.6843,-14436.074
-15757.489,-6658.916
-5991.131,-11989.719
-11958.784,-7592.5254
-651.37,-13342.799
-1285.7668,-13444.9
15937.575,-12892.433
21092.928,16365.851
25196.871,-12566.951
3075.4536,-13154.441
20587.34,-16831.512
32072.193,-8717.492
8760.559,-17540.889
-18417.094,-3349.7485
-22817.885,-646.8103
-16352.184,-6070.8877
-12757.758,-8550.87
3464.399,6094.066
-19865.111,-6765.8945
21425.078,-16111.266
21137.01,-13682.154
23199.582,-15604.898
26057.057,-15190.3125
-15878.26,-7364.4097
-17828.533,-3566.0903
-8044.1035,-8510.693
-11254.255,7199.495
-15299.55,-4394.3994
-20657.703,-849.90845
-30782.49,7256.976
-28774.104,3872.4624
-16220.386,4673.11
-27540.562,7415.182
-28573.508,12788.91
-30542.559,5558.682
-8581.461,-12538.877
-10490.391,-8675.455
-10035.263,-8281.918
-11223.119,-11082.254
-2609.6772,-13996.883
-28763.348,7933.7456
-24934.896,8064.464
-25342.463,14747.524
-25329.758,2816.1538
-25639.957,17141.977
-23946.516,20471.348
7564.315,-12654.718
9076.375,-14263.374
10730.84,-15947.922
12051.341,-14977.796
-4907.1196,-12853.088
28053.484,7567.9355
1182.7463,-14452.0625
6249.481,-15398.232
13945.958,-17545.477
23667.1,-14903.302
23089.516,-14106.66
33713.383,-7091.54
34925.47,-10642.736
24855.908,18064.238
33922.375,-12292.967
32284.523,-3276.7852
32077.982,5388.2134
34327.547,-11560.397
-28769.885,5005.6455
-18290.197,-3337.4404
-30764.102,12038.056
-31532.297,7848.874
-21607.78,-3707.2708
-25991.736,2618.374
4577.7944,1164.1216
-14824.696,-5767.8013
7877.202,-3308.7363
-10481.107,-10555.869
-18277.771,-6222.2544
21693.77,5452.6733
31029.12,2700.47
30010.371,17343.242
30115.25,2854.7646
26410.438,22069.973
26251.945,23407.277
25060.432,24980.6
-13967.52,-8247.532
-18932.816,-6138.1387
-20295.557,-4791.8613
-10026.074,-8985.973
-13392.299,-7078.6533
8625.167,-16742.941
-20481.65,-5275.731
-18407.297,-6675.3896
-20659.232,-4124.9746
-14113.583,-7027.4775
402.34503,-13869.466
-12586.291,-8333.225
-17508.67,-5618.168
28246.762,-12543.246
20835.098,-15640.419
22986.037,-14435.839
15724.838,-16574.45
22318.512,-15883.948
14391.0625,-15624.243
28584.785,4656.372
25516.088,-14740.937
33456.492,-10916.323
26567.973,8111.643
26935.365,10844.88
33826.64,-11492.406
14522.499,-13208.02
-495.00464,-12899.543
-5665.885,-11034.125
9251.549,-15202.611
10771.32,-15294.075
22427.137,-13494.303
4113.2695,-15623.506
12970.979,-15125.021
6942.312,-14098.204
26377.955,-13904.883
-21855.465,2736.061
-23012.521,1138.3627
-30160.363,5968.609
-30709.62,5863.9087
-30100.389,6623.659
28926.98,12606.535
31909.457,1818.2358
33635.324,-6989.0737
28117.957,-9960.422
24841.95,-14866.289
18648.428,-13888.677
-4001.8955,-7125.629
-18681.764,-2539.9033
-188.7951,-15176.595
-11796.506,-9120.933
-8790.373,-9159.479
-17614.78,-6467.2993
-17624.809,-1925.3694
-13846.207,-5911.2314
-10106.083,-3287.398
34158.715,-3593.4272
34161.758,5777.2603
34782.46,-8433.494
33028.508,-8184.7324
31921.648,-1722.8982
28969.822,13266.82
29848.242,9179.117
30879.182,-13079.545
34994.26,-4616.671
32757.682,-6834.43
32841.29,-9931.191
30243.713,-11915.547
25169.566,-12673.435
28195.953,-11178.477
-1128.0513,-11546.861
27352.264,18341.605
25423.307,22188.508
27162.746,14766.844
29095.883,17687.775
24621.992,19762.89
29693.21,10837.114
28088.82,15511.823
23828.871,21520.994
-26232.816,11147.186
-26181.174,14674.554
-30702.586,10619.811
-29838.52,13093.611
-20071.914,-3477.2056
-16685.273,-5213.3525
-3862.8062,-9998.258
-6365.8945,-11284.628
-5505.9517,-11211.365
30015.625,6110.2837
26153.387,20898.566
18825.762,30602.703
18208.453,30768.803
17936.496,29213.373
23094.309,25119.412
25304.113,21477.705
26542.209,21337.818
25913.816,21566.592
19113.076,30314.998
26728.879,18628.695
28857.592,18283.768
27896.674,13197.184
26052.31,15769.443
27078.125,15041.331
27132.611,17123.953
26102.695,20163.094
29063.395,12292.746
29418.234,11790.937
27812.973,15088.733
32336.71,7890.945
-22255.693,2373.4097
-30102.773,6652.262
-22064.771,-1104.8192
27267.64,16843.693
26979.057,15656.331
27596.88,10900.936
27691.77,12489.729
27998.217,12668.679
26817.771,15357.489
27908.719,15772.092
24864.44,20809.158
25712.072,19302.15
28632.04,15350.063
24133.098,21534.297
-9270.844,-4408.695
-4952.5303,-12732.595
-11535.21,-9934.113
-26719.777,877.2179
13245.369,-15734.894
31987.56,9752.64
27311.996,19594.379
26565.158,18388.834
24053.48,23314.271
26038.695,18463.375
26870.223,15654.9375
31469.41,2014.2056
27506.518,12529.074
31638.846,-2550.3652
31073.744,-5869.9453
29138.1,7395.135
29530.322,-923.4685
34589.82,-8978.147
32942.3,-7220.367
26563.896,-8767.981
34212.426,-8606.387
32188.123,-10498.406
27608.996,18813.77
24968.055,24604.484
29768.82,13042.176
31045.254,10584.666
26492.645,21416.41
25664.572,23234.578
-7371.5913,-10178.109
-22185.785,-3900.8438
-15603.055,-6836.7812
-17368.46,-5357.2603
744.4458,-12876.604
-15021.83,-5390.194
29086.367,4366.832
31498.42,3181.9692
29373.496,4912.1816
28469.186,5673.6284
29415.816,8122.748
28285.127,9164.642
2174.6443,-14388.115
-5468.699,-10158.025
-16828.781,-3279.3257
-8065.175,-7920.198
-11484.539,-6929.036
-12388.744,-7168.4673
-14318.161,8470.275
-12087.42,4140.915
-24633.863,4470.899
-8997.022,12180.31
-26734.33,-1021.75085
-24686.543,9421.178
-26746.428,1661.0553
-23877.424,-1337.9423
-20911.867,-3348.926
-21880.078,848.63904
-29965.807,6412.9805
-30552.787,8907.542
-26063.76,10954.649
-29097.762,8034.846
-25927.418,11399.891
-29679.79,6154.2817
895.11414,-14373.49
584.8874,-13791.594
1061.5818,-6097.708
-11556.952,-8432.901
-6961.1045,-11475.381
-11692.735,-7910.373
-25405.092,282.85693
-4350.428,-9796.674
-14474.275,-5977.414
-7156.986,2622.6262
3866.5466,1953.789
5218.398,-11550.46
26982.533,-14374.249
17379.193,-13070.963
30472.615,2348.917
-30929.996,9106.329
-28039.979,8560.497
-29635.895,7319.8994
-24899.88,4221.7583
-29964.783,6652.919
-7874.932,-12847.838
-3788.0273,-12659.612
-10876.549,-10041.979
-21882.488,-2344.0825
-31050.943,12639.379
-29375.912,11646.471
-16700.936,-4304.017
-30604.318,12230.901
-20137.691,-2918.5208
-30863.941,6884.66
532.8796,-12749.707
3147.8691,-12624.686
-3139.434,-11132.36
1402.1428,-11470.021
555.6207,-14109.229
-9123.016,-8399.694
33840.906,-8409.778
32746.502,-431.78943
32523.855,3856.1448
32783.406,324.30603
35276.395,-7288.915
30958.713,11147.542
33261.176,11142.566
33128.867,4158.4385
35173.25,-320.818
31363.47,3257.9219
33669.81,14042.788
32618.416,3953.1733
25944.725,-6691.072
33327.75,-2970.6616
31386.031,6969.513
34388.36,1869.403
33921.008,3744.8022
24301.473,-12298.464
31776.807,328.52795
32682.172,-636.7383
36368.945,-2619.33
33324.31,-7931.4893
35993.62,-8614.852
34952.19,-2608.3872
34264.63,-1916.5552
32849.355,3467.9314
28928.139,487.7047
33828.875,-11563.333
34676.98,3177.599
32185.062,5202.95
34430.51,1004.83276
31792.725,10259.081
32745.307,-3346.493
32576.623,-435.66956
35327.332,-2451.4512
34106.57,2661.595
32359.523,4169.511
30716.895,12913.298
33452.11,1840.1509
24306.344,20514.373
31807.059,9299.656
33204.99,-2994.0403
34676.598,-8104.6377
31156.53,-11442.584
29567.41,305.96802
25557.465,-12230.145
29935.664,9438.902
32171.242,6676.241
28101.078,16562.43
27628.973,8062.59
8026.5293,-16145.112
10621.107,-15943.824
32076.727,3535.691
34105.43,-1525.4462
32595.465,576.6333
34018.598,-2106.323
-25782.555,1713.7944
-21685.629,-3680.5127
-27315.559,1216.2831
-31463.842,8577.693
-30368.252,8068.301
-29582.125,7746.8267
-21005.447,15544.909
-28224.424,12278.094
-30361.707,10230.65
-28622.58,6245.288
-31161.994,9354.04
-14046.421,13423.094
34266.73,-2382.013
35887.906,-9126.548
33457.477,-3587.687
35058.72,-9091.842
32344.879,1087.5488
-24561.947,1107.9274
-29748.23,7643.967
-27257.697,-940.0371
-22867.541,-3712.315
-18385.793,2242.7578
-30257.467,5813.768
-28720.46,8727.286
-28690.281,10459.695
-29892.701,12938.701
-26591.488,12249.591
-24764.908,15996.92
-27439.293,4437.4785
34138.32,723.54956
30342.121,18172.15
33300.164,12228.276
33161.0,3133.2983
33478.86,-7403.736
33487.67,-3708.2002
30609.93,4592.3447
-15265.53,5605.7314
-15599.026,-5396.1343
-887.97754,-12802.661
-7467.024,-11104.001
490.91107,-13193.508
20026.635,28696.305
27904.768,18218.38
25767.197,25011.34
30804.973,10367.744
23796.984,23639.996
26250.234,20921.992
29963.234,17671.738
31647.375,-12967.35
35322.71,-6959.129
35956.72,-8432.599
31536.121,-11151.805
33038.773,-1334.4446
34506.344,-11087.763
20898.531,27817.014
24903.979,16635.375
23128.262,21714.512
28533.566,9220.572
27432.791,20106.197
19844.756,29707.975
29434.344,16563.293
29022.44,17020.215
26351.332,20039.71
28853.385,18601.64
28873.91,17322.252
23561.129,25274.262
24676.855,24775.967
25035.959,22932.574
24687.912,14078.47
19512.355,29612.766
33313.68,13268.241
22158.385,-13729.117
35630.133,-4387.9014
34127.406,-3945.6873
28976.898,-11533.5205
35475.676,-9734.889
31656.223,118.72925
33556.914,4716.0938
28161.662,15345.352
32472.377,7929.542
33419.39,8599.522
32905.152,7852.519
34606.46,-11134.684
19176.074,-14622.708
13116.807,-14309.777
34181.117,-6337.831
32818.992,-2685.3179
33482.773,-5973.5303
35006.164,-10751.573
35572.953,-9927.5625
33776.03,-5278.367
26772.865,19792.8
26115.812,19812.473
27075.54,21471.938
21837.264,26152.426
32237.633,-4278.056
24873.195,26075.945
32449.963,-907.9619
-28780.693,2368.4475
-25028.168,3781.9434
-23949.898,5014.6924
-26091.75,-393.43994
-29382.586,3363.1487
-29515.893,5489.2383
-28111.42,6402.7188
-27128.375,3146.7202
-24515.215,6517.784
-31125.754,8708.729
-29731.486,5265.053
-30301.74,8498.767
-21423.342,-5288.2695
1794.1211,1114.634
-19742.19,646.7781
-15679.202,5138.0464
-20783.809,-4817.361
29296.615,13469.018
27169.965,15977.287
32414.342,1161.6685
33755.945,6228.913
31592.746,14409.202
26011.352,23177.55
17907.855,-13758.19
30575.102,-10840.896
22160.615,-15704.7295
34169.9,-8402.054
19928.188,-15445.184
33868.957,-11904.45
21253.488,-15000.586
19272.398,-15725.659
-3829.9348,12821.404
-24399.406,860.0215
-19635.068,-4811.71
-4078.0583,11720.205
-15858.524,-1468.5067
-29040.693,3220.655
-25139.32,-434.9723
-19762.71,-4022.899
-23886.883,-2763.4036
-24434.969,-1267.9097
-846.82544,-14942.683
8341.213,-15815.8955
24935.162,10685.965
29096.506,5865.049
25572.783,-6952.808
4992.0024,-15099.685
109.03534,-13190.064
-1748.5076,-12590.623
6654.4927,-14105.355
-7515.2915,-11154.343
-748.5006,-12228.104
32290.422,-8875.247
9914.043,-11775.462
-1418.0166,-13167.572
11249.221,-15603.025
-1741.6548,-12261.18
-14588.58,-6413.144
-4718.2847,-9255.683
-9750.24,-7688.1646
-16252.267,-5927.761
-414.7038,-13608.714
-25850.832,4448.7686
-18068.879,-4145.133
-16534.367,-3860.7302
-28218.516,4838.4443
-21679.053,-2809.2607
-16522.875,-226.82776
-252.27289,-12608.116
2569.045,-15833.61
569.51886,-12503.185
-4301.927,-12995.267
-23890.533,15670.4
-22770.1,10979.032
-24014.93,9894.159
-27605.67,15007.59
-25905.361,17851.342
-29538.922,12837.255
-29956.71,12553.48
-31219.549,8857.778
-29973.541,14836.54
-28517.854,10439.294
-27170.63,7705.5254
34192.074,-9354.18
27373.932,17692.334
30878.49,-4644.3467
24900.117,-11679.892
32388.406,-2999.0852
-23725.633,4432.3057
-22434.66,-1369.4044
-17678.81,751.07855
-28343.191,5338.198
-17355.24,-6301.6636
-25410.666,-906.5702
-15077.414,-8054.047
-11787.32,-7250.0605
-4215.311,-11878.628
-14302.284,-6103.0044
-18986.994,-5078.7217
-18043.451,-4935.143
-17074.049,-3596.525
-18927.574,-3239.016
-31263.918,8173.5713
-20128.822,-2571.2375
-28396.564,7791.318
28713.094,11861.405
25625.945,20930.594
23791.129,25631.312
23244.96,23694.484
26973.787,17461.691
24307.447,23003.002
20270.902,-13437.626
35191.43,144.44958
32456.703,-4260.026
14602.0625,-12701.31
37067.527,-3632.7354
-30072.94,5596.7275
-28046.865,1638.7384
-30546.396,12994.256
-31158.223,6531.2163
-27504.951,8783.36
-25411.537,966.71765
-27467.117,1688.9146
30980.367,-1301.284
33861.82,-3205.736
32895.035,1313.469
32260.148,1900.6702
-24971.82,-1635.0078
-29936.242,4595.236
-24424.14,-1144.1581
-8979.4375,6396.583
-22422.498,-2627.4243
-28430.047,-396.02734
-23478.572,479.57678
-15793.346,-5561.2295
-25488.57,5260.5757
-12773.795,-8422.389
-20024.781,-3385.3613
-26601.084,1641.588
-12644.186,-8189.0327
-5662.6597,-11215.267
-11027.792,-7433.3
-8278.823,-7788.354
-16653.244,-6538.0747
-7025.6406,-9277.642
-434.3595,-12787.159
-14557.832,-8041.5244
-7893.6074,-8619.758
-14274.725,-6564.454
-29299.51,1349.2991
-30851.016,7385.171
14569.501,-16285.682
16026.092,-15746.64
21064.838,-16174.11
13767.912,-16733.904
20199.785,-16871.44
26529.746,18584.5
24518.652,23629.145
32847.203,9729.556
29119.648,19768.67
22954.236,26238.072
31766.594,13369.556
21634.346,27931.744
13402.066,-14410.37
18597.715,-16089.042
-15606.105,-7075.068
-12519.18,-4678.1475
-19984.658,-2441.1362
-15956.605,-6268.2676
16030.672,5917.313
-9225.238,-9098.535
282.01715,-14961.262
-15148.727,-7956.8145
-28929.459,7471.38
-23639.03,1707.5052
